MODELO,MARCA,TIPOCOMPRA,ANIOS,KILOMETRAJE,CIUDAD,TIPOPRECIO,PRECIO
Ford,Explorer,GOLD,2004,215290,Quito,Negociable,10900
Ford,Explorer 5P,GOLD,2004,215290,Quito,Negociable,10900
Honda,Civic,STANDAR,2013,94600,Quito,Negociable,15500
Ford,Escape,GOLD,2013,117718,Quito,Negociable,16900
Toyota,Fortuner 2.7,GOLD,2013,96000,Quito,Negociable,31990
Toyota,Highlander Hibrido,GOLD,2011,72000,Quito,Negociable,29800
JAC,T6,GOLD,2019,8700,Cuenca,Negociable,27500
Toyota,Yaris,GOLD,2020,17514,Quito,Negociable,19900
Pontiac,Sunbird,STANDAR,1991,99999,Quito,Negociable,10500
Mercedes Benz,ML 63 AMG,GOLD,2014,77000,Quito,Negociable,131990
BMW,M3,GOLD,2008,56619,Quito,Negociable,95000
Kia,Rondo,GOLD,2013,141236,Quito,Negociable,13700
Kia,Optima,GOLD,2017,60000,Quito,Negociable,24300
Porsche,Cayenne,GOLD,2008,97920,Quito,Negociable,39800
Chevrolet,Aveo Family,GOLD,2012,132390,Quito,Negociable,9800
Lexus,RX 450 Hibrido,GOLD,2011,64000,Quito,Negociable,31800
Faw,Actis V80 Full,GOLD,2017,59000,Cuenca,Negociable,13200
Hyundai,Tucson IX,GOLD,2011,96000,Cuenca,Negociable,19000
Ford,Escape,GOLD,2009,119000,Cuenca,Negociable,18900
Ford,Explorer,GOLD,2007,193000,Cuenca,Negociable,16000
Ford,Explorer,TOP,2016,38000,Quito,Negociable,51000
Ford,Edge,GOLD,2012,124000,Cuenca,Negociable,22700
Nissan,Xtrail Classic,GOLD,2010,145000,Cuenca,Negociable,15500
Audi,Q5,GOLD,2011,102000,Cuenca,Negociable,29900
Toyota,4runner sr5 premium,GOLD,2016,16200,Cuenca,Negociable,66000
Great Wall,H5 Full,GOLD,2012,243000,Ambato,Negociable,13500
Nissan,Kicks,GOLD,2020,2000,Ambato,Negociable,22500
Suzuki,Grand Vitara SZ 2.4 4x4,GOLD,2013,113000,Cuenca,Negociable,16500
Kia,Picanto R,GOLD,2016,71524,Quito,Negociable,10200
Ford,Ecosport,GOLD,2008,155000,Cuenca,Negociable,11500
Renault,Duster 2.0,GOLD,2013,160000,Cuenca,Negociable,14900
Nissan,Pathfinder,GOLD,2012,30000,Cuenca,Negociable,26700
Ford,Explorer XLT,GOLD,2008,100650,Cuenca,Negociable,17900
Great Wall,Haval H6,GOLD,2018,51000,Quito,Negociable,16500
Toyota,Camry Hibrido,GOLD,2014,85121,Guayaquil,Negociable,24500
Hyundai,Ioniq Hybrid,GOLD,2017,75121,Guayaquil,Negociable,18500
Fiat,Fiorino,GOLD,2008,170000,Ambato,Negociable,8800
Hyundai,Tucson IX,GOLD,2014,93090,Quito,Fijo,18500
Chevrolet,Aveo Emotion,GOLD,2011,1600,Quito,Negociable,9900
Renault,Sandero,GOLD,2015,96000,Quito,Negociable,9800
Toyota,Fortuner 2.7,GOLD,2013,90000,Ambato,Negociable,28800
Chevrolet,Camaro SS,GOLD,1968,24,Quito,Negociable,49900
BMW,X5 xDrive35i,STANDAR,2018,20000,Quito,Negociable,89900
Hyundai,Santa Fe 4x2,STANDAR,2018,18000,Quito,Negociable,32900
Toyota,Hilux CD 4x2,STANDAR,2014,150000,Quito,Negociable,22900
Volkswagen,JETTA EUROPA 2.0,GOLD,2011,170000,Quito,Negociable,11300
Hyundai,Matrix,GOLD,2007,230000,Quito,Negociable,8200
Renault,Logan,GOLD,2012,161000,Quito,Negociable,7900
Chevrolet,Spark GT,STANDAR,2019,35000,Cuenca,Negociable,12400
Chevrolet,Aveo Emotion GLS,STANDAR,2017,45000,Cuenca,Negociable,14200
Kia,Rio LX AC,STANDAR,2019,25000,Cuenca,Negociable,17500
Peugeot,206 HDI,GOLD,2008,221000,Quito,Negociable,7400
Toyota,Hilux CD 4x4,STANDAR,2019,18200,Quito,Negociable,44900
Mitsubishi,ASX,GOLD,2011,175000,Cuenca,Negociable,16900
Nissan,Murano,GOLD,2007,184905,Quito,Negociable,15890
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4,GOLD,2019,16000,Cuenca,Negociable,37900
Lancia,Autobianchi,GOLD,1978,1,Quito,Negociable,16900
Ford,F150 DC 4X2,GOLD,2010,92000,Quito,Negociable,23200
Ford,F150 XLT CD,GOLD,2010,92000,Quito,Negociable,23200
Porsche,Macan,STANDAR,2015,97000,Quito,Negociable,79900
Ford,F150 DC 4X2,GOLD,2013,89800,Riobamba,Negociable,28900
Kia,Rio Stylus,GOLD,2013,123456,Quito,Negociable,9900
Toyota,Yaris S,TOP,2019,15500,Quito,Negociable,18200
Ford,Explorer 5P,GOLD,2007,154192,Quito,Negociable,15900
Ford,Explorer XLT,GOLD,2007,154192,Quito,Negociable,15900
Ford,Explorer,GOLD,2007,154192,Quito,Negociable,15900
Chevrolet,Sail,GOLD,2010,130000,Cuenca,Negociable,10900
Chevrolet,Grand Vitara 3P,GOLD,2001,314000,Cuenca,Negociable,9800
Hyundai,i10,GOLD,2015,63000,Cuenca,Negociable,9900
Toyota,Corona,GOLD,1980,1,Riobamba,Negociable,7500
Chevrolet,Grand Vitara 5P,GOLD,2002,218405,Quito,Negociable,8990
Mazda,CX7,GOLD,2010,83592,Quito,Negociable,17490
Great Wall,Haval H3 4X2,GOLD,2012,68000,Quito,Negociable,14690
Zotye,T600,GOLD,2017,13081,Quito,Negociable,18990
Nissan,1200,GOLD,1994,1,Riobamba,Negociable,7600
Maserati,Ghibli S Q4,GOLD,2018,1140,Quito,Negociable,165000
Citroen,DS3,GOLD,2014,48181,Quito,Negociable,22000
Chevrolet,Aveo Emotion,GOLD,2017,74100,Quito,Negociable,15990
Ford,F150 XL CS,GOLD,2012,140000,Ambato,Negociable,18000
Ford,Explorer 5P,GOLD,1998,255000,Quito,Negociable,8990
Kia,Rio Xcite,GOLD,2011,92000,Riobamba,Negociable,11800
Chevrolet,Captiva Sport,GOLD,2016,23521,Quito,Negociable,30490
Great Wall,Haval H3 4X2,GOLD,2018,25000,Quito,Negociable,18990
Suzuki,Grand Vitara SZ,GOLD,2012,120000,Cuenca,Negociable,16300
Chevrolet,Sail,GOLD,2011,192000,Cuenca,Negociable,10900
Toyota,Yaris,GOLD,2009,183,Cuenca,Negociable,10500
Mercedes Benz,C200 K,GOLD,2001,257566,Quito,Negociable,16490
Chevrolet,Corsa Wind,GOLD,2001,217000,Riobamba,Negociable,6900
Changhe,PICK UP  1.1 CC,GOLD,2009,140000,Quito,Negociable,9890
Renault,Clio,GOLD,2002,257321,Quito,Negociable,5200
Chevrolet,Grand Vitara 5P,GOLD,2013,145000,Cuenca,Negociable,13900
Mazda,BT-50 CS 2.2,GOLD,2012,256000,Quito,Negociable,12600
Mazda,CX7,GOLD,2009,117000,Quito,Fijo,16500
BMW,X5 xDrive35i,GOLD,2011,125411,Guayaquil,Negociable,47500
Toyota,New Hilux SR,GOLD,2019,8487,Quito,Negociable,44500
Mazda,Allegro,GOLD,2007,153000,Quito,Fijo,7800
Chevrolet,Rodeo,GOLD,2000,375000,Quito,Fijo,10500
Great Wall,H6,GOLD,2018,48000,Quito,Fijo,17500
Audi,Q5,GOLD,2014,63121,Guayaquil,Negociable,44500
BMW,X1,GOLD,2013,145211,Guayaquil,Negociable,33500
Mini,Cooper Countryman S,GOLD,2012,37500,Quito,Negociable,48500
Faw,Actis V80 Full,STANDAR,2019,60000,Ambato,Negociable,11900
Chevrolet,Sail,GOLD,2015,98000,Cuenca,Negociable,11200
Nissan,X Trail Sense,STANDAR,2018,66000,Quito,Negociable,28500
Kia,Rio R,STANDAR,2015,90000,Quito,Negociable,13990
Chevrolet,Grand Vitara SZ Next,GOLD,2016,68000,Cuenca,Negociable,17200
Chevrolet,Spark GT,GOLD,2019,18000,Cuenca,Negociable,12900
Suzuki,Grand Vitara SZ,GOLD,2016,68000,Cuenca,Negociable,17600
Kia,Sportage Active,GOLD,2013,108884,Quito,Negociable,12800
Chevrolet,Grand Vitara SZ 2.4,GOLD,2019,63411,Guayaquil,Negociable,19800
Porsche,Cayenne,GOLD,2008,110711,Guayaquil,Negociable,41500
Toyota,Innova,GOLD,2015,97000,Quito,Fijo,22500
Land Rover,Range Rover AutoBiography,STANDAR,2015,18000,Quito,Negociable,189900
Kia,Rio LX AC,TOP,2013,137000,Quito,Negociable,12600
Toyota,FJ Cruiser,GOLD,2012,164000,Quito,Fijo,46500
Chevrolet,Captiva,GOLD,2010,140000,Cuenca,Negociable,17000
Chevrolet,Silverado,TOP,2005,202000,Ibarra,Negociable,16000
Toyota,Highlander Hibrido,STANDAR,2010,107000,Cuenca,Negociable,19800
Nissan,Xtrail Xtreme,STANDAR,2014,109000,Cuenca,Negociable,17500
Chevrolet,Spark GT,TOP,2020,500,Quito,Fijo,13700
Hyundai,Accent,GOLD,2018,13000,Quito,Negociable,17900
Hyundai,H1,GOLD,2010,173003,Cuenca,Negociable,19000
Chevrolet,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,STANDAR,2019,34000,Guayaquil,Negociable,34000
Kia,Rio LX AC,STANDAR,2020,15000,Guayaquil,Negociable,19800
Mitsubishi,L200,GOLD,2007,199000,Quito,Negociable,15400
Toyota,Prius Hybrido,GOLD,2010,149000,Quito,Negociable,11400
Toyota,Yaris,GOLD,2018,65000,Quito,Negociable,16900
Zotye,T600,GOLD,2017,54000,Quito,Negociable,14900
Kia,Grand Carnival,GOLD,2013,68000,Quito,Negociable,19600
Kia,Carnival,GOLD,2013,68000,Quito,Negociable,19600
Chevrolet,N300,GOLD,2015,99000,Quito,Negociable,9900
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2015,99000,Quito,Negociable,9900
Chevrolet,D-MAX CRDI  3.0 CD 4X2  DIESEL,GOLD,2015,124000,Quito,Negociable,20700
Volkswagen,JETTA EUROPA 2.0,GOLD,2011,147000,Quito,Fijo,11500
Ford,F150 DC 4X2,GOLD,2015,87000,Quito,Fijo,42990
Audi,A4 1.8T,TOP,2003,149000,Quito,Negociable,11900
Chevrolet,Aveo Family,GOLD,2013,77125,Guayaquil,Negociable,10500
Hyundai,Santa Fe 4x2,GOLD,2007,195800,Quito,Fijo,12990
Ford,Ecosport Titanium,GOLD,2015,41000,Quito,Fijo,18990
Great Wall,M4,GOLD,2016,122000,Quito,Negociable,11900
Chevrolet,Aveo,GOLD,2013,158000,Quito,Negociable,9500
Jeep,Grand Cherokee Overland,GOLD,2011,92000,Quito,Negociable,37900
Nissan,Patrol GRX 4x4,GOLD,2002,221000,Quito,Fijo,14500
Skoda,Fabia A5,STANDAR,2014,87000,Quito,Negociable,10300
Porsche,Cayenne S,GOLD,2006,124000,Quito,Fijo,39990
Kia,Sorento,GOLD,2013,102000,Quito,Fijo,20500
Nissan,Juke,GOLD,2013,30000,Quito,Negociable,27900
Chevrolet,Cruze,GOLD,2014,72000,Quito,Negociable,16300
Renault,Koleos,GOLD,2011,112000,Quito,Negociable,16500
Nissan,1200,GOLD,1998,270000,Quito,Negociable,8800
Nissan,Tiida,GOLD,2015,61900,Quito,Negociable,14300
JAC,HFC 1037 DKST,GOLD,2019,2800,Quito,Negociable,29000
Chevrolet,Scross,STANDAR,2019,35000,Quito,Negociable,19900
Nissan,Almera,STANDAR,2009,113000,Quito,Negociable,9200
Ford,Explorer,STANDAR,1996,110000,Quito,Negociable,7300
Ford,Escape,STANDAR,2012,113000,Quito,Negociable,14900
Mitsubishi,Montero 5P,GOLD,2006,296000,Quito,Negociable,17500
Chevrolet,Aveo Family,STANDAR,2010,186000,Quito,Negociable,8500
Nissan,X-Trail Exclusive,GOLD,2016,85000,Quito,Negociable,30600
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,GOLD,2015,169617,Ambato,Negociable,25800
Toyota,4 Runner,GOLD,2015,168168,Ambato,Negociable,64000
Chevrolet,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,GOLD,2015,215008,Ambato,Negociable,24800
Chevrolet,D-Max 4x4 CD,GOLD,2013,179000,Ambato,Negociable,19800
Chevrolet,Sail,GOLD,2017,59390,Ambato,Negociable,12000
Chevrolet,Vitara 3P,GOLD,2010,110900,Cuenca,Negociable,13000
Suzuki,Grand Vitara SZ 2.0 4x4,GOLD,2013,123004,Ambato,Negociable,14500
Ford,F150,GOLD,2009,146663,Ambato,Negociable,21800
BMW,535i,STANDAR,2014,60000,Quito,Negociable,65900
Toyota,Yaris,GOLD,2019,39000,Cuenca,Negociable,18500
Toyota,Yaris Sport,GOLD,2019,39000,Cuenca,Negociable,18500
Mitsubishi,Outlander,TOP,2014,68000,Cuenca,Fijo,17600
Chevrolet,Spark,STANDAR,2015,122000,Quito,Negociable,7800
Toyota,4 Runner SR5,TOP,2015,34000,Ambato,Negociable,63000
Toyota,4 Runner SR5,TOP,2006,183000,Quito,Negociable,19500
Ford,Escape Hibrido,STANDAR,2010,108000,Quito,Negociable,18500
Kia,Sportage,GOLD,2013,120000,Ambato,Negociable,15800
Chevrolet,Vitara 3P,GOLD,2009,170000,Pelileo,Negociable,12990
Chevrolet,Vitara 3P,GOLD,2009,203000,Cuenca,Negociable,11000
Chevrolet,Corsa,GOLD,2002,200000,Quito,Negociable,5500
Chevrolet,Captiva Sport,TOP,2016,58000,Quito,Negociable,20499
Kia,Pregio,GOLD,2002,200000,Quito,Negociable,7300
Volkswagen,JETTA EUROPA 2.0,GOLD,2011,172000,Cuenca,Negociable,11200
Volkswagen,Voyage,GOLD,2014,149927,Quito,Negociable,11300
Toyota,Yaris Nitro,TOP,2005,345000,Quito,Fijo,8500
Volkswagen,Gol Power,GOLD,2008,156807,Quito,Negociable,8300
Toyota,Yaris,GOLD,2010,206820,Quito,Negociable,11300
Kia,Cerato Forte,GOLD,2014,120424,Quito,Negociable,13300
Suzuki,Grand Vitara SZ,GOLD,2011,188979,Quito,Negociable,12500
Ford,F-150 FX4,GOLD,2018,85211,Guayaquil,Negociable,66500
Suzuki,Grand Vitara SZ,TOP,2019,40598,Quito,Negociable,19900
Ford,F150 XLT Lariat,GOLD,2018,85211,Guayaquil,Negociable,66500
Chevrolet,Sail,GOLD,2012,190000,Quito,Negociable,19000
Nissan,Sentra,GOLD,2012,250000,Quito,Negociable,17500
Chevrolet,Aveo Family,GOLD,2012,180000,Quito,Negociable,17000
BMW,Active Hybrid 7,STANDAR,2012,57000,Quito,Negociable,50900
Hyundai,Elantra,STANDAR,2013,167000,Quito,Negociable,15300
Peugeot,Berlina 206 XR Premium,GOLD,2003,72000,Quito,Negociable,8000
Mitsubishi,Lancer,GOLD,2006,16000,Quito,Negociable,10850
Hyundai,TUCSON TL,GOLD,2018,40000,Quito,Negociable,25500
Chevrolet,Aveo Activo,GOLD,2012,14100,Quito,Negociable,9050
Mazda,BT-50 CD 4x2,GOLD,2010,168560,Quito,Negociable,14600
Great Wall,Haval M4,GOLD,2019,25000,Quito,Negociable,13400
Alfa,Romeo 156,GOLD,2001,174000,Quito,Negociable,11990
Chevrolet,Grand Vitara SZ 2.4,GOLD,2015,41000,Quito,Fijo,16500
Volkswagen,Tiguan,GOLD,2009,83000,Quito,Fijo,16500
Hyundai,Tucson IX,GOLD,2012,82000,Quito,Fijo,16000
BMW,X3 2.5i,GOLD,2010,116000,Quito,Negociable,25500
Ford,Explorer XLT,GOLD,2014,128000,Quito,Fijo,28800
Mitsubishi,Montero IO,GOLD,2002,175000,Quito,Fijo,10700
BMW,X5 xDrive35i,GOLD,2011,63000,Quito,Negociable,57990
Ford,Escape,GOLD,2006,226000,Quito,Fijo,8990
Foday,Lion F22 4X2 CD,GOLD,2019,6000,Quito,Fijo,23500
Mazda,CX-5 Full,GOLD,2014,81000,Quito,Fijo,20990
Mercedes Benz,E320,STANDAR,1998,104000,Quito,Negociable,17500
Soueast,DX3,GOLD,2020,16580,Quito,Negociable,17400
Great Wall,M4,GOLD,2016,92560,Quito,Negociable,11500
Chevrolet,Sail,TOP,2020,50,Guayaquil,Negociable,17000
BMW,528e,GOLD,1999,198000,Quito,Negociable,11000
Suzuki,Grand Vitara SZ,GOLD,2015,126000,Quito,Negociable,15800
Renault,Megane,GOLD,2009,160000,Quito,Negociable,7900
Suzuki,Grand Vitara SZ 2.4,GOLD,2015,94000,Quito,Negociable,15800
Chery,Arrizo 3,TOP,2020,2300,Quito,Negociable,12450
Chevrolet,Aveo Family,GOLD,2015,93000,Quito,Fijo,10500
Chevrolet,Grand Vitara 3P,GOLD,2008,14054,Riobamba,Negociable,12500
Toyota,New Fortuner,GOLD,2017,66000,Quito,Negociable,39990
Mazda,CX-9,GOLD,2013,144000,Quito,Negociable,25900
Toyota,Prius,GOLD,2010,149000,Quito,Negociable,11400
Jeep,Grand Cherokee Limited,GOLD,1996,176000,Quito,Negociable,8900
Mazda,CX7,GOLD,2007,113000,Quito,Negociable,14800
Chevrolet,Sail,GOLD,2012,85000,Quito,Negociable,9800
Porsche,Cayenne,TOP,2004,133000,Quito,Negociable,32700
Mercedes Benz,C300,TOP,2008,73000,Quito,Negociable,30000
Great Wall,C30 CONFORT,GOLD,2019,78000,Quito,Fijo,11500
Skoda,Fabia,GOLD,2012,125000,Quito,Negociable,10500
Renault,Koleos,GOLD,2012,120000,Quito,Negociable,13300
Toyota,Fortuner 4.0,STANDAR,2017,25000,Cuenca,Negociable,51000
Mitsubishi,Montero 3P,GOLD,1995,325000,Quito,Negociable,7900
Mitsubishi,Montero Sport,STANDAR,2017,6271,Quito,Negociable,53900
Volkswagen,Tiguan,STANDAR,2019,6900,Quito,Negociable,45000
Hyundai,Santa Fe 4x4,GOLD,2011,85000,Quito,Negociable,22500
Hyundai,Santa Fe 4x2,GOLD,2015,100000,Guayaquil,Negociable,26800
Chevrolet,Grand Vitara SZ,STANDAR,2015,104000,Quito,Negociable,16400
Chevrolet,Trailblazer,GOLD,2018,25000,Quito,Fijo,42990
BMW,330i,GOLD,2020,3000,Quito,Negociable,59000
Toyota,FJ Cruiser,GOLD,2009,142205,Quito,Negociable,40000
Toyota,4 Runner SR5,TOP,2012,128000,Guayaquil,Negociable,43900
Chevrolet,Grand Vitara SZ,STANDAR,2018,12000,Quito,Negociable,19900
Foday,Lion F22 4X4 CS,GOLD,2019,1,Quito,Fijo,23990
Foday,Landfort 4X4,GOLD,2019,5,Quito,Fijo,35990
Mercedes Benz,C230 Kompresor,GOLD,2005,244643,Guayaquil,Negociable,18500
Hyundai,Santa Fe 4x2,GOLD,2016,96323,Ambato,Negociable,34000
Chevrolet,Grand Vitara 5P,STANDAR,2007,106000,Cuenca,Negociable,10800
Chevrolet,Aveo Emotion Advance,STANDAR,2013,151000,Quito,Negociable,12300
Kia,Cerato,TOP,2016,88000,Guayaquil,Negociable,14000
Ford,F150 Lariat RC,TOP,2018,11000,Machala,Negociable,67000
Kia,Opirus,GOLD,2008,225110,Guayaquil,Negociable,15500
Nissan,Tiida,GOLD,2014,150000,Guayaquil,Negociable,12000
Ford,Edge,GOLD,2013,135000,Guayaquil,Negociable,21300
Mercedes Benz,GL450,TOP,2013,68000,Quito,Negociable,99000
Renault,Twingo,GOLD,2005,175000,Quito,Negociable,6700
Chevrolet,Aveo Activo,GOLD,2010,126000,Quito,Negociable,8900
Hyundai,Sonata Hybrid,STANDAR,2016,114000,Guayaquil,Negociable,18000
Kia,Carnival,STANDAR,2016,80000,Guayaquil,Negociable,29900
Ford,Explorer XLT,STANDAR,2016,60000,Guayaquil,Negociable,44500
Ford,F150 XLT CD,STANDAR,2015,114000,Guayaquil,Negociable,42000
Lexus,RX 450H 4WD,STANDAR,2010,131600,Quito,Fijo,33139
Porsche,Cayenne S Hybrid,GOLD,2011,64000,Quito,Negociable,66000
Hyundai,Tucson IX,GOLD,2012,95218,Guayaquil,Negociable,19000
Chevrolet,Vitara 3P,GOLD,1999,255000,Cuenca,Negociable,8500
Kia,Rio LX AC,STANDAR,2013,55000,Cuenca,Negociable,13500
Kia,Rio R,STANDAR,2013,55000,Cuenca,Negociable,13500
Chevrolet,Aveo Activo,STANDAR,2006,168000,Cuenca,Negociable,8900
Chevrolet,Aveo GT3,STANDAR,2006,168000,Cuenca,Negociable,8900
Honda,Pilot,STANDAR,2007,190000,Quito,Negociable,16900
Kia,Rio R,STANDAR,2015,75000,Quito,Negociable,14300
Toyota,Land Cruiser,STANDAR,1971,268000,Quito,Negociable,7800
Nissan,Tiida,STANDAR,2015,71000,Quito,Negociable,13900
Volkswagen,Polo,STANDAR,2017,50000,Quito,Negociable,15900
Toyota,Prius Hybrido,STANDAR,2018,18000,Guayaquil,Negociable,22800
Chevrolet,N300 MAX CARGO 1.2L TM AC,STANDAR,2019,5000,Cuenca,Negociable,13900
Nissan,Versa,STANDAR,2017,58000,Quito,Negociable,15300
Zotye,T600,STANDAR,2018,50000,Quito,Negociable,15900
Mazda,323,STANDAR,1998,430000,Quito,Negociable,6700
Changhe,CH6390,GOLD,2008,215000,Quito,Negociable,5500
Chevrolet,Sail,GOLD,2016,73000,Quito,Negociable,10800
Hyundai,Sonata,GOLD,2012,72000,Quito,Negociable,14900
Jeep,Compass Sport,GOLD,2016,40000,Quito,Negociable,23900
Chevrolet,LUV Dmax CD Diesel,STANDAR,2015,128000,Quito,Negociable,24900
Mercedes Benz,B200 Turbo,GOLD,2008,136396,Quito,Negociable,20000
Kia,Sportage Active,TOP,2011,190000,Guayaquil,Negociable,12800
Volkswagen,Golf Generation,GOLD,2005,200000,Quito,Negociable,5900
Chevrolet,LUV CS,GOLD,1988,200000,Quito,Negociable,5300
Chevrolet,Sail,GOLD,2015,49000,Quito,Negociable,11900
Kia,Picanto,TOP,2019,6500,Quito,Negociable,14900
Mercedes Benz,C300,GOLD,2015,42000,Quito,Negociable,63000
Land Rover,Range Rover,STANDAR,1996,178000,Quito,Negociable,11500
Volkswagen,Golf,STANDAR,1995,195000,Quito,Negociable,4900
Lexus,LS 460,GOLD,2008,136504,Quito,Negociable,40000
Audi,Q5,TOP,2013,103000,Guayaquil,Negociable,31999
Chevrolet,Spark GT,GOLD,2019,20000,Cuenca,Negociable,13509
Great Wall,Haval M4,GOLD,2015,59000,Cuenca,Negociable,12900
Mercedes Benz,GLE 350,STANDAR,2017,13000,Quito,Negociable,105900
Toyota,Prius C Sport,GOLD,2013,116000,Ambato,Negociable,13000
Toyota,Hilux CD 4x4 Diesel,GOLD,2009,281000,Ambato,Negociable,24500
Chevrolet,Aveo Family,GOLD,2018,70000,Ambato,Negociable,12000
Suzuki,Grand Vitara SZ,GOLD,2015,91179,Quito,Negociable,18800
Suzuki,Grand Vitara SZ 2.4,GOLD,2015,78000,Ambato,Negociable,17000
Lada,Niva Ventura,GOLD,2007,140000,Quito,Negociable,7900
Toyota,Hilux CD 4x2,GOLD,2011,167845,Quito,Negociable,19900
Mini,Cooper,GOLD,2013,69581,Quito,Negociable,26500
Great Wall,H5 Elite,GOLD,2012,134586,Quito,Negociable,12700
JMC,Tiger 5,GOLD,2019,588,Quito,Negociable,17300
Changhe,CH6390,GOLD,2008,257280,Quito,Negociable,6490
Volkswagen,New Jetta,GOLD,2014,78800,Quito,Negociable,14500
Chevrolet,Aveo Emotion,GOLD,2012,118409,Quito,Negociable,10900
Volkswagen,e-Golf,GOLD,2005,158000,Cuenca,Negociable,7700
Mazda,CX-5 Full,GOLD,2014,70000,Ambato,Negociable,25000
Kia,Rio R,GOLD,2015,45000,Ambato,Negociable,14800
Mercedes Benz,C200 K,GOLD,2008,87000,Ambato,Negociable,25000
Toyota,Innova,GOLD,2014,124494,Quito,Negociable,21800
Kia,Sportage Active,GOLD,2008,110450,Quito,Negociable,14990
MG,Austin,GOLD,1952,18800,Quito,Negociable,25990
Volkswagen,Gol Power,GOLD,2015,1,Riobamba,Negociable,12800
Great Wall,H5,GOLD,2019,22000,Quito,Negociable,19300
Peugeot,206,TOP,2009,150000,Quito,Negociable,8000
Mazda,BT-50 CD 4x4,GOLD,2013,145814,Quito,Negociable,18500
Mazda,BT-50 4x4 Diesel,GOLD,2013,145814,Quito,Negociable,18500
Fiat,Fiorino Fire,GOLD,2009,200000,Ambato,Negociable,7000
Mercedes Benz,280,GOLD,1985,277625,Quito,Negociable,5490
Chevrolet,D-MAX,GOLD,2008,135328,Quito,Negociable,14800
Chevrolet,D-MAX CD 3.5 V6,GOLD,2008,135328,Quito,Negociable,14800
Jeep,Compass,GOLD,2014,138000,Ambato,Negociable,17000
Suzuki,Grand Vitara SZ 2.7,GOLD,2008,225000,Quito,Negociable,11990
Ford,F150 4X4,GOLD,2010,210000,Quito,Negociable,17690
Renault,Logan Familier,STANDAR,2012,130000,Quito,Negociable,8500
Mercedes Benz,C300,GOLD,2008,135000,Quito,Negociable,32900
Mercedes Benz,C230 V6,GOLD,2006,95000,Quito,Negociable,22900
Chevrolet,Spark GT,STANDAR,2019,17000,Quito,Negociable,12900
Lexus,LX 470,STANDAR,2001,180000,Quito,Negociable,23400
Kia,Sportage Active,TOP,2015,75000,Cuenca,Negociable,16900
Jeep,Wrangler Sport,STANDAR,2017,33000,Quito,Negociable,57000
Renault,Sandero Dynamic,GOLD,2017,50000,Quito,Negociable,12500
Kia,SPORTAGE R LX 2.0,GOLD,2020,12000,Quito,Negociable,23600
Mercedes Benz,C350,TOP,2008,71000,Quito,Negociable,34000
Mercedes Benz,240 Elegance,TOP,2003,220000,Quito,Negociable,18900
Ford,Edge,GOLD,2013,97000,Quito,Negociable,22100
Chevrolet,Sail,GOLD,2015,82000,Quito,Negociable,9600
Nissan,Sentra,GOLD,2003,205000,Quito,Negociable,6700
Mazda,CX-5 Full,GOLD,2015,71300,Quito,Negociable,22100
Chevrolet,Aveo Emotion Advance,GOLD,2016,65000,Quito,Negociable,13300
Kia,Optima,GOLD,2015,75000,Quito,Negociable,17350
Kia,Cerato Forte,GOLD,2015,99000,Quito,Negociable,12700
Renault,Duster 1.6,STANDAR,2014,170000,Quito,Negociable,12500
Peugeot,307,STANDAR,2009,58000,Quito,Negociable,18900
Volkswagen,Gol,STANDAR,2011,145000,Quito,Negociable,10900
Hyundai,TUCSON TL,STANDAR,2016,48000,Quito,Negociable,26500
Kia,NIRO HYBRIDO,STANDAR,2017,80000,Quito,Negociable,18900
Land Rover,Range Rover Sport,GOLD,2007,184711,Quito,Negociable,50000
Hanteng,X5,GOLD,2019,2355,Quito,Negociable,22000
Mercedes Benz,280,TOP,1969,107000,Quito,Negociable,70000
BMW,325i,STANDAR,2001,160000,Quito,Negociable,16900
Ford,Courier,GOLD,1996,170000,Quito,Negociable,7500
Hyundai,Veloster,STANDAR,2014,54800,Quito,Negociable,22900
BMW,M3,STANDAR,1995,159000,Quito,Negociable,29900
BMW,325i,TOP,2012,80000,Quito,Negociable,36500
Toyota,Prado 3P,STANDAR,2009,126000,Quito,Negociable,20900
Chevrolet,Cruze,STANDAR,2015,64300,Quito,Negociable,15900
Hyundai,Santa Fe 4x2,GOLD,2014,80000,Ambato,Negociable,26800
Hyundai,Santa Fe 4x4,GOLD,2014,80000,Ambato,Negociable,26800
Mini,Cooper,STANDAR,2018,18000,Quito,Negociable,36900
Toyota,Prado 5P,STANDAR,2005,230000,Quito,Negociable,18900
Toyota,Highlander Hibrido,STANDAR,2010,97000,Quito,Negociable,20900
Renault,Duster 2.0,STANDAR,2017,25000,Cuenca,Negociable,16900
Chevrolet,Cruze,STANDAR,2015,33000,Quito,Negociable,18500
Audi,A1,GOLD,2013,35450,Quito,Negociable,25000
Suzuki,Grand Vitara SZ,TOP,2016,138000,Guayaquil,Negociable,15400
Great Wall,WINGLE,GOLD,2017,68000,Quito,Negociable,15800
Renault,Duster 1.6,GOLD,2015,90000,Ambato,Negociable,14800
